"","WARD","FAC_NUM","ELEC_NUM","SCHOOLS","TRADE","HEALTH","E_SCHOOLS","E_TRADE","E_HEALTH","Male","Female","total_pop","fac_1000","elec_fac_1000","schools_1000","trade_1000","health_1000","e_schools_1000","e_trade_1000","e_health_1000","crop_diversity","crop_intensity","gov_irrigation","prop_irrigation","small_irrigation","distance_major_roads","distance_second_roads","distance_major_town","water_points","num_equity","distance_rivers","num_offgrid","ward_area","dist_trans","pop_density"
"191","GWASSI SOUTH",85,71,28,38,19,27,26,18,1306,716,2022,42.03758655,35.11374876,13.84767557,18.79327399,9.396636993,13.35311573,12.85855589,8.902077151,1.24833333,56.66666667,1,0,10,51.4837028625,51.4837028625,44709.31233239,0,1,21.6920079751,0,294,44,6.87755102040816
"192","HABASSWEIN",4,0,0,2,2,0,0,0,1012,546,1558,2.567394095,0,0,1.283697047,1.283697047,0,0,0,0,0,0,0,0,43.5669324764,43.5669324764,112385.01992365,0,1,21.7726169355,0,3385,233,0.4602658788774
"193","HADADO/ATHIBOHOL",6,0,2,1,3,0,0,0,456,94,550,10.90909091,0,3.636363636,1.818181818,5.454545455,0,0,0,0,0,0,0,0,49.520365867,49.520365867,66000.2502971,0,0,9.58980647946,0,2692,193,0.204309063893016
"194","HARAMBEE",2,2,1,0,1,1,0,1,1524,935,2459,0.813338756,0.813338756,0.406669378,0,0.406669378,0.406669378,0,0.406669378,0,0,0,0,0,3.63410604769,3.63410604769,7125.06783929,0,0,11.7423760961,0,1,1,2459
"195","HIRIMANI",3,0,0,3,0,0,0,0,239,1321,1560,1.923076923,0,0,1.923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","HOMA BAY ARUJO",5,3,1,2,2,1,1,1,799,195,994,5.030181087,3.018108652,1.006036217,2.012072435,2.012072435,1.006036217,1.006036217,1.006036217,1.805,51.25,0,0,1,27.4506497351,27.4506497351,3055.63191359,0,1,20.693664163,0,30,2,33.1333333333333
"197","HOMA BAY CENTRAL",15,11,10,4,1,7,4,0,1087,490,1577,9.511731135,6.975269499,6.34115409,2.536461636,0.634115409,4.438807863,2.536461636,0,1.85166667,46.66666667,0,0,0,28.733039838,28.733039838,539.31464044,0,2,23.2439077504,0,64,0,24.640625
"198","HOMA BAY EAST",42,17,10,17,15,5,8,4,998,366,1364,30.79178886,12.46334311,7.331378299,12.46334311,10.99706745,3.66568915,5.865102639,2.93255132,1.92363636,39.58333333,0,0,2,26.6256177266,26.6256177266,3265.57973913,0,0,23.8819339085,1,128,2,10.65625
"199","HOMA BAY WEST",8,4,3,3,2,3,0,1,93,1159,1252,6.389776358,3.194888179,2.396166134,2.396166134,1.597444089,2.396166134,0,0.798722045,1.99142857,42.5,0,0,0,25.6950112716,25.6950112716,6486.91643614,0,0,17.307827035,0,49,5,25.5510204081633
"200","HONGWE",17,2,2,13,2,1,1,0,1608,1071,2679,6.345651362,0.746547219,0.746547219,4.852556924,0.746547219,0.37327361,0.37327361,0,0,37,0,0,0,55.403866016,55.403866016,33522.37308407,2,0,18.0511053671,0,175,107,15.3085714285714
"201","HOSPITAL",6,2,2,3,1,1,0,1,1052,485,1537,3.903708523,1.301236174,1.301236174,1.951854262,0.650618087,0.650618087,0,0.650618087,1.6,86.66666667,0,0,8,1.49169300942,1.49169300942,4915.76822745,0,0,2.98216240421,0,35,51,43.9142857142857
"204","HULUGHO",4,4,2,1,1,2,1,1,580,136,716,5.586592179,5.586592179,2.793296089,1.396648045,1.396648045,2.793296089,1.396648045,1.396648045,0,30,0,0,0,130.092724238,130.092724238,106307.32157076,0,0,120.57143099,1,3606,237,0.198557958957293
"205","HURUMA",3,3,1,0,2,1,0,2,1381,839,2220,1.351351351,1.351351351,0.45045045,0,0.900900901,0.45045045,0,0.900900901,0,0,0,0,0,1.17201428385,1.17201428385,7363.98890842,0,0,14.5194848277,0,0,0,Inf
"207","IBRAHIM URE",12,0,0,8,4,0,0,0,518,146,664,18.07228916,0,0,12.04819277,6.024096386,0,0,0,0,0,0,0,0,55.1456526757,55.1456526757,53966.11376828,12,0,20.5786969006,0,2378,302,0.279226240538267
"208","ICHAGAKI",28,28,9,16,3,9,16,3,710,141,851,32.90246769,32.90246769,10.57579318,18.80141011,3.525264395,10.57579318,18.80141011,3.525264395,2.69142857,69.375,0,0,2,14.745398596,14.745398596,10276.38524619,0,0,3.69523434743,0,58,1,14.6724137931034
"209","IDAKHO SOUTH",100,100,40,33,27,40,33,27,535,1538,2073,48.23926676,48.23926676,19.29570671,15.91895803,13.02460203,19.29570671,15.91895803,13.02460203,3.59333333,73.33333333,0,0,0,5.38398624029,5.38398624029,14652.59167396,0,1,1.59616950745,0,24,5,86.375
"210","IGAMBANG'OMBE",10,10,7,2,1,7,2,1,1103,498,1601,6.24609619,6.24609619,4.372267333,1.249219238,0.624609619,4.372267333,1.249219238,0.624609619,3.24153846,52,0,0,9,17.2035258538,17.2035258538,17324.05128241,0,1,15.5266593093,0,183,18,8.74863387978142
